Player,Tm_Abr,G_Tot,GS_Tot,Tgt_Tot,Rec_Tot,Ctch%_Tot,Yds_Tot,Y/R_Tot,TD_Tot,1D_Tot,Lng_Tot,Y/Tgt_Tot,R/G_Tot,Y/G_Tot,Fmb_Tot,Team,Pos,receiving/receiving-receptions_home_Avg,receiving/receiving-receptions_division_Avg,receiving/receiving-receptions_last_2_weeks_Avg,receiving/receiving-receptions_last_4_weeks_Avg,receiving/receiving-receptions_top_10_nfl_Avg,receiving/receiving-yards_home_Avg,receiving/receiving-yards_division_Avg,receiving/receiving-yards_last_2_weeks_Avg,receiving/receiving-yards_last_4_weeks_Avg,receiving/receiving-yards_top_10_nfl_Avg,receiving/receiving-yards-per-catch_home_Avg,receiving/receiving-yards-per-catch_division_Avg,receiving/receiving-yards-per-catch_last_2_weeks_Avg,receiving/receiving-yards-per-catch_last_4_weeks_Avg,receiving/receiving-yards-per-catch_top_10_nfl_Avg,receiving/receiving-touchdowns_home_Avg,receiving/receiving-touchdowns_division_Avg,receiving/receiving-touchdowns_last_2_weeks_Avg,receiving/receiving-touchdowns_last_4_weeks_Avg,receiving/receiving-touchdowns_top_10_nfl_Avg,receiving/receiving-longest-yards_home_Avg,receiving/receiving-longest-yards_division_Avg,receiving/receiving-longest-yards_last_2_weeks_Avg,receiving/receiving-longest-yards_last_4_weeks_Avg,receiving/receiving-longest-yards_top_10_nfl_Avg,receiving/receiving-targeted_home_Avg,receiving/receiving-targeted_division_Avg,receiving/receiving-targeted_last_2_weeks_Avg,receiving/receiving-targeted_last_4_weeks_Avg,receiving/receiving-targeted_top_10_nfl_Avg,receiving/receiving-catch-rate_home_Avg,receiving/receiving-catch-rate_division_Avg,receiving/receiving-catch-rate_last_2_weeks_Avg,receiving/receiving-catch-rate_last_4_weeks_Avg,receiving/receiving-catch-rate_top_10_nfl_Avg,receiving/receiving-2pt-conversions-succeeded_home_Avg,receiving/receiving-2pt-conversions-succeeded_division_Avg,receiving/receiving-2pt-conversions-succeeded_last_2_weeks_Avg,receiving/receiving-2pt-conversions-succeeded_last_4_weeks_Avg,receiving/receiving-2pt-conversions-succeeded_top_10_nfl_Avg
Anthony Firkser,TEN,15.0,1.0,43.0,34.0,79.1,291.0,8.6,2.0,15.0,24.0,6.8,2.3,19.4,2.0,0,0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,77.3,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
Devonta Freeman,BAL,16.0,8.0,42.0,34.0,81.0,190.0,5.6,1.0,9.0,15.0,4.5,2.1,11.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,85.7,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Ty Johnson,NYJ,16.0,3.0,55.0,34.0,61.8,372.0,10.9,2.0,20.0,23.0,6.8,2.1,23.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donovan Peoples-Jones,CLE,14.0,9.0,58.0,34.0,58.6,597.0,17.6,3.0,26.0,60.0,10.3,2.4,42.6,2.0,Cleveland Browns,WR,3.17,0.0,0.0,0.0,0.0,55.0,60.0,0.0,0.0,0.0,17.4,20.0,0.0,0.0,19.0,0.33,0.0,0.0,0.0,0.25,57.0,60.0,0.0,0.0,60.0,0.0,4.8,0.0,0.0,0.0,70.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Durham Smythe,MIA,17.0,12.0,41.0,34.0,82.9,357.0,10.5,0.0,15.0,25.0,8.7,2.0,21.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,80.0,0.0,0.0,83.3,0.0,0.0,0.0,0.0,0.0
Nico Collins,HOU,14.0,8.0,60.0,33.0,55.0,446.0,13.5,1.0,22.0,32.0,7.4,2.4,31.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,47.0,14.4,12.8,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Duvernay,BAL,16.0,7.0,47.0,33.0,70.2,272.0,8.2,2.0,14.0,21.0,5.8,2.1,17.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,0.0,85.7,0.0,0.0,0.0,0.0,0.0
Kenneth Gainwell,PHI,16.0,1.0,50.0,33.0,66.0,253.0,7.7,1.0,14.0,19.0,5.1,2.1,15.8,2.0,0,0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Okwuegbunam,DEN,14.0,6.0,40.0,33.0,82.5,330.0,10.0,2.0,15.0,64.0,8.3,2.4,23.6,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,76.9,0.0,0.0,0.0,0.0,0.0
Josh Palmer,LAC,17.0,5.0,49.0,33.0,67.3,353.0,10.7,4.0,18.0,36.0,7.2,1.9,20.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Reagor,PHI,17.0,13.0,57.0,33.0,57.9,299.0,9.1,2.0,13.0,34.0,5.2,1.9,17.6,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laquon Treadwell,JAX,12.0,7.0,51.0,33.0,64.7,434.0,13.2,1.0,22.0,41.0,8.5,2.8,36.2,0.0,0,0,0.0,3.5,0.0,0.0,0.0,0.0,41.75,0.0,0.0,35.25,0.0,11.9,0.0,0.0,15.7,0.0,0.25,0.0,0.0,0.0,0.0,41.0,0.0,0.0,41.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Johnson,HOU,13.0,4.0,42.0,32.0,76.2,225.0,7.0,1.0,11.0,16.0,5.4,2.5,17.3,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.8,73.3,0.0,0.0,76.9,0.0,0.0,0.0,0.0,0.0
Alexander Mattison,MIN,16.0,4.0,39.0,32.0,82.1,228.0,7.1,1.0,10.0,24.0,5.8,2.0,14.3,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2,88.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tre'Quan Smith,NOR,11.0,6.0,50.0,32.0,64.0,377.0,11.8,3.0,18.0,34.0,7.5,2.9,34.3,1.0,0,0,0.0,3.25,0.0,0.0,0.0,0.0,44.75,0.0,0.0,0.0,11.0,13.8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Guyton,LAC,16.0,2.0,48.0,31.0,64.6,448.0,14.5,3.0,21.0,59.0,9.3,1.9,28.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,0.5,59.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,73.7,0.0,0.0,0.0,88.9,0.0,0.0,0.0,0.0,0.0
Julio Jones,TEN,10.0,10.0,48.0,31.0,64.6,434.0,14.0,1.0,19.0,51.0,9.0,3.1,43.4,0.0,0,0,0.0,4.0,0.0,6.0,3.67,39.29,46.0,0.0,62.0,54.83,12.5,11.5,0.0,10.3,15.0,0.0,0.33,0.0,0.0,0.0,48.0,0.0,0.0,16.0,51.0,0.0,6.33,0.0,7.0,0.0,0.0,0.0,0.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0
Calvin Ridley,ATL,5.0,5.0,52.0,31.0,59.6,281.0,9.1,2.0,16.0,22.0,5.4,6.2,56.2,0.0,Atlanta Falcons,WR,6.0,7.0,0.0,0.0,7.0,65.5,63.0,0.0,0.0,63.0,10.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.5,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Robinson,JAX,14.0,13.0,46.0,31.0,67.4,222.0,7.2,0.0,9.0,26.0,4.8,2.2,15.9,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geoff Swaim,TEN,16.0,16.0,40.0,31.0,77.5,210.0,6.8,3.0,12.0,26.0,5.3,1.9,13.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.3,73.3,0.0,0.0,91.7,0.0,0.0,0.0,0.0,0.0
Olamide Zaccheaus,ATL,17.0,8.0,53.0,31.0,58.5,406.0,13.1,3.0,22.0,49.0,7.7,1.8,23.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,15.3,0.0,0.0,13.5,0.0,0.33,0.0,0.0,0.0,0.0,49.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Brate,TAM,17.0,3.0,57.0,30.0,52.6,245.0,8.2,4.0,15.0,18.0,4.3,1.8,14.4,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenyan Drake,LVR,12.0,2.0,40.0,30.0,75.0,291.0,9.7,1.0,12.0,31.0,7.3,2.5,24.3,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Juszczyk,SFO,17.0,16.0,38.0,30.0,78.9,296.0,9.9,1.0,16.0,26.0,7.8,1.8,17.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,85.7,0.0,0.0,77.3,0.0,0.0,0.0,0.0,0.0
Foster Moreau,LVR,17.0,11.0,44.0,30.0,68.2,373.0,12.4,3.0,16.0,44.0,8.5,1.8,21.9,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9,76.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chester Rogers,TEN,16.0,2.0,43.0,30.0,69.8,301.0,10.0,1.0,12.0,39.0,7.0,1.9,18.8,4.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Seals-Jones,WAS,13.0,6.0,49.0,30.0,61.2,271.0,9.0,2.0,14.0,39.0,5.5,2.3,20.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Doyle,IND,17.0,14.0,43.0,29.0,67.4,302.0,10.4,3.0,18.0,34.0,7.0,1.7,17.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.14
Darrell Henderson,LAR,12.0,10.0,40.0,29.0,72.5,176.0,6.1,3.0,8.0,25.0,4.4,2.4,14.7,0.0,0,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,0.0,14.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,5.0,5.0,0.0,70.8,80.0,60.0,60.0,77.3,0.0,0.0,0.0,0.0,0.0
Josh Reynolds,2TM,12.0,5.0,49.0,29.0,59.2,396.0,13.7,2.0,21.0,39.0,8.1,2.4,33.0,0.0,Detroit Lions,WR,3.4,0.0,0.0,0.0,0.0,48.2,0.0,0.0,0.0,0.0,14.2,17.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,70.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randall Cobb,GNB,12.0,3.0,39.0,28.0,71.8,375.0,13.4,5.0,21.0,54.0,9.6,2.3,31.3,1.0,0,0,0.0,0.0,0.0,0.0,0.0,38.83,0.0,0.0,0.0,0.0,12.9,0.0,0.0,0.0,16.3,0.5,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,1.0,0.0,78.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keelan Cole,NYJ,15.0,11.0,51.0,28.0,54.9,449.0,16.0,1.0,20.0,54.0,8.8,1.9,29.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melvin Gordon,DEN,16.0,16.0,38.0,28.0,73.7,213.0,7.6,2.0,9.0,30.0,5.6,1.8,13.3,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
Jeremy Mcnichols,TEN,14.0,0.0,38.0,28.0,73.7,240.0,8.6,1.0,11.0,27.0,6.3,2.0,17.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0
Jonnu Smith,NWE,16.0,11.0,45.0,28.0,62.2,294.0,10.5,1.0,15.0,28.0,6.5,1.8,18.4,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,NYJ,14.0,12.0,42.0,27.0,64.3,261.0,9.7,2.0,14.0,29.0,6.2,1.9,18.6,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,13.8,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Ingram,2TM,14.0,10.0,35.0,27.0,77.1,162.0,6.0,0.0,9.0,34.0,4.6,1.9,11.6,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samaje Perine,CIN,16.0,0.0,31.0,27.0,87.1,196.0,7.3,1.0,9.0,23.0,6.3,1.7,12.3,0.0,0,0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,15.67,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,41.0,41.0,0.0,0.0,1.0,2.33,0.0,85.7,87.5,0.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0
Adam Trautman,NOR,13.0,10.0,43.0,27.0,62.8,263.0,9.7,2.0,13.0,32.0,6.1,2.1,20.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sammy Watkins,BAL,13.0,9.0,49.0,27.0,55.1,394.0,14.6,1.0,17.0,49.0,8.0,2.1,30.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damiere Byrd,CHI,17.0,4.0,38.0,26.0,68.4,329.0,12.7,1.0,18.0,54.0,8.7,1.5,19.4,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,37.83,0.0,0.0,0.0,0.0,14.2,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
Hayden Hurst,ATL,13.0,5.0,31.0,26.0,83.9,221.0,8.5,3.0,11.0,33.0,7.1,2.0,17.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.9,77.8,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Kyle Rudolph,NYG,16.0,13.0,39.0,26.0,66.7,257.0,9.9,1.0,12.0,60.0,6.6,1.6,16.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.2
Miles Sanders,PHI,12.0,12.0,34.0,26.0,76.5,158.0,6.1,0.0,6.0,25.0,4.6,2.2,13.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darius Slayton,NYG,13.0,5.0,58.0,26.0,44.8,339.0,13.0,2.0,14.0,42.0,5.8,2.0,26.1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,13.9,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquez Valdes-Scantling,GNB,11.0,7.0,55.0,26.0,47.3,430.0,16.5,3.0,18.0,75.0,7.8,2.4,39.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.25,0.0,18.3,0.0,0.0,16.9,0.0,0.0,0.0,0.0,0.25,41.0,75.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaal Williams,DET,13.0,11.0,28.0,26.0,92.9,157.0,6.0,0.0,6.0,15.0,5.6,2.0,12.1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,0.0,0.0,88.9,0.0,0.0,0.0,0.0,0.0
Rex Burkhead,HOU,16.0,5.0,32.0,25.0,78.1,186.0,7.4,0.0,9.0,20.0,5.8,1.6,11.6,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8,0.0,0.0,0.0,88.9,0.0,0.0,0.0,0.0,0.0
Josiah Deguara,GNB,16.0,2.0,33.0,25.0,75.8,245.0,9.8,2.0,9.0,62.0,7.4,1.6,15.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chuba Hubbard,CAR,17.0,10.0,37.0,25.0,67.6,174.0,7.0,1.0,8.0,33.0,4.7,1.5,10.2,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,0.0,0.0,0.0
Demarcus Robinson,KAN,17.0,10.0,41.0,25.0,61.0,264.0,10.6,3.0,13.0,33.0,6.4,1.5,15.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tajae Sharpe,ATL,15.0,7.0,37.0,25.0,67.6,230.0,9.2,0.0,14.0,17.0,6.2,1.7,15.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freddie Swain,SEA,17.0,8.0,40.0,25.0,62.5,343.0,13.7,4.0,12.0,68.0,8.6,1.5,20.2,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,12.8,0.0,0.33,0.0,0.0,0.33,68.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Wilson,MIA,14.0,5.0,39.0,25.0,64.1,213.0,8.5,0.0,10.0,64.0,5.5,1.8,15.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamal Agnew,JAX,10.0,2.0,39.0,24.0,61.5,229.0,9.5,1.0,14.0,29.0,5.9,2.4,22.9,1.0,0,0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Akins,HOU,13.0,3.0,33.0,24.0,72.7,214.0,8.9,0.0,11.0,31.0,6.5,1.8,16.5,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Mo Alie-Cox,IND,17.0,7.0,45.0,24.0,53.3,316.0,13.2,4.0,14.0,37.0,7.0,1.4,18.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Amendola,HOU,8.0,0.0,38.0,24.0,63.2,248.0,10.3,3.0,10.0,39.0,6.5,3.0,31.0,1.0,Houston Texans,WR,4.25,4.0,0.0,0.0,0.0,43.25,49.0,0.0,0.0,38.67,0.0,12.3,0.0,0.0,12.9,0.75,1.0,0.0,0.0,0.67,0.0,37.0,0.0,0.0,37.0,6.0,5.0,0.0,0.0,5.0,70.8,80.0,0.0,0.0,0.0,0.25,0.33,0.0,0.0,0.33
Tavon Austin,JAX,13.0,3.0,37.0,24.0,64.9,213.0,8.9,1.0,11.0,25.0,5.8,1.8,16.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
