Player,Tm_Abr,G_Tot,GS_Tot,Tgt_Tot,Rec_Tot,Ctch%_Tot,Yds_Tot,Y/R_Tot,TD_Tot,1D_Tot,Lng_Tot,Y/Tgt_Tot,R/G_Tot,Y/G_Tot,Fmb_Tot,Team,Pos,receiving/receiving-receptions_home_Avg,receiving/receiving-receptions_division_Avg,receiving/receiving-receptions_last_2_weeks_Avg,receiving/receiving-receptions_last_4_weeks_Avg,receiving/receiving-receptions_top_10_nfl_Avg,receiving/receiving-yards_home_Avg,receiving/receiving-yards_division_Avg,receiving/receiving-yards_last_2_weeks_Avg,receiving/receiving-yards_last_4_weeks_Avg,receiving/receiving-yards_top_10_nfl_Avg,receiving/receiving-yards-per-catch_home_Avg,receiving/receiving-yards-per-catch_division_Avg,receiving/receiving-yards-per-catch_last_2_weeks_Avg,receiving/receiving-yards-per-catch_last_4_weeks_Avg,receiving/receiving-yards-per-catch_top_10_nfl_Avg,receiving/receiving-touchdowns_home_Avg,receiving/receiving-touchdowns_division_Avg,receiving/receiving-touchdowns_last_2_weeks_Avg,receiving/receiving-touchdowns_last_4_weeks_Avg,receiving/receiving-touchdowns_top_10_nfl_Avg,receiving/receiving-longest-yards_home_Avg,receiving/receiving-longest-yards_division_Avg,receiving/receiving-longest-yards_last_2_weeks_Avg,receiving/receiving-longest-yards_last_4_weeks_Avg,receiving/receiving-longest-yards_top_10_nfl_Avg,receiving/receiving-targeted_home_Avg,receiving/receiving-targeted_division_Avg,receiving/receiving-targeted_last_2_weeks_Avg,receiving/receiving-targeted_last_4_weeks_Avg,receiving/receiving-targeted_top_10_nfl_Avg,receiving/receiving-catch-rate_home_Avg,receiving/receiving-catch-rate_division_Avg,receiving/receiving-catch-rate_last_2_weeks_Avg,receiving/receiving-catch-rate_last_4_weeks_Avg,receiving/receiving-catch-rate_top_10_nfl_Avg,receiving/receiving-2pt-conversions-succeeded_home_Avg,receiving/receiving-2pt-conversions-succeeded_division_Avg,receiving/receiving-2pt-conversions-succeeded_last_2_weeks_Avg,receiving/receiving-2pt-conversions-succeeded_last_4_weeks_Avg,receiving/receiving-2pt-conversions-succeeded_top_10_nfl_Avg
Deandre Carter,WAS,17.0,6.0,44.0,24.0,54.5,296.0,12.3,3.0,17.0,26.0,6.7,1.4,17.4,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rashard Higgins,CLE,15.0,4.0,47.0,24.0,51.1,275.0,11.5,1.0,16.0,21.0,5.9,1.6,18.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,0.0,0.0,0.0
Jauan Jennings,SFO,16.0,1.0,38.0,24.0,63.2,282.0,11.8,5.0,15.0,34.0,7.4,1.5,17.6,1.0,0,0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,11.5,0.0,4.7,11.4,0.25,0.33,0.0,0.0,0.0,0.0,0.0,0.0,11.0,34.0,0.0,0.0,0.0,2.0,0.0,0.0,84.6,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
James O'Shaughnessy,JAX,7.0,6.0,34.0,24.0,70.6,244.0,10.2,0.0,10.0,30.0,7.2,3.4,34.9,0.0,0,0,0.0,4.67,0.0,0.0,0.0,37.67,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,77.8,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0
Henry Ruggs,LVR,7.0,7.0,36.0,24.0,66.7,469.0,19.5,2.0,16.0,61.0,13.0,3.4,67.0,0.0,Las Vegas Raiders,WR,3.25,0.0,0.0,0.0,0.0,49.75,78.5,0.0,0.0,0.0,15.3,26.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Washington,PIT,15.0,2.0,44.0,24.0,54.5,285.0,11.9,2.0,9.0,42.0,6.5,1.6,19.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovani Bernard,TAM,12.0,0.0,29.0,23.0,79.3,123.0,5.3,3.0,8.0,32.0,4.2,1.9,10.3,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,73.7,0.0,0.0,0.0,78.6,0.0,0.0,0.0,0.0,0.0
Pharaoh Brown,HOU,15.0,12.0,34.0,23.0,67.6,171.0,7.4,0.0,6.0,29.0,5.0,1.5,11.4,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamycal Hasty,SFO,11.0,0.0,29.0,23.0,79.3,157.0,6.8,0.0,7.0,23.0,5.4,2.1,14.3,2.0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ty Hilton,IND,10.0,9.0,37.0,23.0,62.2,331.0,14.4,3.0,15.0,52.0,8.9,2.3,33.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,14.7,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcedes Lewis,GNB,17.0,17.0,28.0,23.0,82.1,214.0,9.3,0.0,10.0,23.0,7.6,1.4,12.6,1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.3,85.7,0.0,0.0,88.9,0.0,0.0,0.0,0.0,0.0
Zack Moss,BUF,13.0,0.0,32.0,23.0,71.9,197.0,8.6,1.0,12.0,24.0,6.2,1.8,15.2,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,86.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Conley,HOU,16.0,10.0,37.0,22.0,59.5,323.0,14.7,2.0,15.0,41.0,8.7,1.4,20.2,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kareem Hunt,CLE,8.0,1.0,27.0,22.0,81.5,174.0,7.9,0.0,10.0,23.0,6.4,2.8,21.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Justin Jackson,LAC,14.0,2.0,25.0,22.0,88.0,178.0,8.1,0.0,8.0,25.0,7.1,1.6,12.7,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Harrison Bryant,CLE,16.0,3.0,28.0,21.0,75.0,233.0,11.1,3.0,14.0,41.0,8.3,1.3,14.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deejay Dallas,SEA,17.0,0.0,23.0,21.0,91.3,133.0,6.3,0.0,4.0,29.0,5.8,1.2,7.8,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,83.3,0.0,0.0,0.0,0.0,0.0
Will Dissly,SEA,15.0,14.0,26.0,21.0,80.8,231.0,11.0,1.0,11.0,39.0,8.9,1.4,15.4,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8,0.0,0.0,0.0,0.0,0.0
Sony Michel,LAR,17.0,7.0,33.0,21.0,63.6,128.0,6.1,1.0,6.0,24.0,3.9,1.2,7.5,1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Moore,HOU,12.0,1.0,22.0,21.0,95.5,227.0,10.8,2.0,6.0,67.0,10.3,1.8,18.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.33,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,88.9,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
John Bates,WAS,17.0,8.0,25.0,20.0,80.0,249.0,12.5,1.0,11.0,32.0,10.0,1.2,14.6,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.0,0.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
Nick Chubb,CLE,14.0,14.0,25.0,20.0,80.0,174.0,8.7,1.0,9.0,40.0,7.0,1.4,12.4,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,0.0,0.0,0.0,0.0,0.0
Marquise Goodwin,CHI,14.0,2.0,40.0,20.0,50.0,313.0,15.7,1.0,12.0,50.0,7.8,1.4,22.4,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desean Jackson,2TM,16.0,4.0,34.0,20.0,58.8,454.0,22.7,2.0,12.0,75.0,13.4,1.3,28.4,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.29,20.3,21.9,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.29,75.0,68.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brevin Jordan,HOU,9.0,2.0,28.0,20.0,71.4,178.0,8.9,3.0,10.0,27.0,6.4,2.2,19.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Mckenzie,BUF,15.0,2.0,26.0,20.0,76.9,178.0,8.9,1.0,13.0,28.0,6.8,1.3,11.9,2.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Donald Parham,LAC,14.0,9.0,27.0,20.0,74.1,190.0,9.5,3.0,13.0,22.0,7.0,1.4,13.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0
Tommy Tremble,CAR,16.0,11.0,35.0,20.0,57.1,180.0,9.0,1.0,10.0,30.0,5.1,1.3,11.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0
Clyde Edwards-Helaire,KAN,10.0,10.0,23.0,19.0,82.6,129.0,6.8,2.0,8.0,29.0,5.6,1.9,12.9,2.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,85.0,83.3,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
Zach Gentry,PIT,17.0,12.0,25.0,19.0,76.0,167.0,8.8,0.0,11.0,25.0,6.7,1.1,9.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.3,0.0,0.0,0.0,0.0,0.0
Dontrell Hilliard,TEN,8.0,5.0,26.0,19.0,73.1,87.0,4.6,0.0,7.0,28.0,3.3,2.4,10.9,2.0,Tennessee Titans,RB,3.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,80.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
D'Ernest Johnson,CLE,17.0,2.0,25.0,19.0,76.0,137.0,7.2,0.0,7.0,18.0,5.5,1.1,8.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Mitchell,SFO,11.0,10.0,20.0,19.0,95.0,137.0,7.2,1.0,6.0,14.0,6.9,1.7,12.5,0.0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,3.5,0.0,92.3,100.0,0.0,85.7,83.3,0.0,0.0,0.0,0.0,0.0
Antoine Wesley,ARI,15.0,4.0,32.0,19.0,59.4,208.0,10.9,3.0,9.0,33.0,6.5,1.3,13.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.11
Demetric Felton,CLE,16.0,2.0,21.0,18.0,85.7,181.0,10.1,2.0,10.0,33.0,8.6,1.1,11.3,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.2,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Damien Harris,NWE,15.0,15.0,21.0,18.0,85.7,132.0,7.3,0.0,4.0,21.0,6.3,1.2,8.8,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,83.3,0.0,0.0,0.0,0.0,0.0
Derrick Henry,TEN,8.0,8.0,20.0,18.0,90.0,154.0,8.6,0.0,7.0,16.0,7.7,2.3,19.3,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9,0.0,0.0,0.0,0.0,0.0
Ian Thomas,CAR,17.0,13.0,30.0,18.0,60.0,188.0,10.4,0.0,6.0,41.0,6.3,1.1,11.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Logan Thomas,WAS,6.0,6.0,25.0,18.0,72.0,196.0,10.9,3.0,10.0,35.0,7.8,3.0,32.7,1.0,Washington Commanders,TE,3.67,5.0,0.0,0.0,3.5,0.0,45.0,0.0,0.0,36.5,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,5.33,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Tonyan,GNB,8.0,5.0,29.0,18.0,62.1,204.0,11.3,2.0,10.0,33.0,7.0,2.3,25.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Zylstra,CAR,13.0,3.0,25.0,18.0,72.0,250.0,13.9,1.0,10.0,55.0,10.0,1.4,19.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.0,20.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cj Ham,MIN,17.0,8.0,18.0,17.0,94.4,125.0,7.4,0.0,6.0,27.0,6.9,1.0,7.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0
Terrace Marshall,CAR,13.0,3.0,30.0,17.0,56.7,138.0,8.1,0.0,7.0,23.0,4.6,1.3,10.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Anderson,LAC,17.0,4.0,19.0,16.0,84.2,165.0,10.3,1.0,9.0,34.0,8.7,0.9,9.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Noah Brown,DAL,13.0,1.0,25.0,16.0,64.0,184.0,11.5,0.0,6.0,27.0,7.4,1.2,14.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Homer,SEA,14.0,0.0,20.0,16.0,80.0,161.0,10.1,0.0,8.0,31.0,8.1,1.1,11.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,0.0,0.0,0.0
Tyler Kroft,NYJ,9.0,6.0,25.0,16.0,64.0,173.0,10.8,1.0,9.0,26.0,6.9,1.8,19.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ty Montgomery,NOR,14.0,3.0,26.0,16.0,61.5,95.0,5.9,0.0,5.0,21.0,3.7,1.1,6.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Proche,BAL,14.0,0.0,20.0,16.0,80.0,202.0,12.6,0.0,10.0,32.0,10.1,1.1,14.4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.8,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
Damien Williams,CHI,12.0,2.0,23.0,16.0,69.6,103.0,6.4,1.0,3.0,23.0,4.5,1.3,8.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxx Williams,ARI,5.0,5.0,17.0,16.0,94.1,193.0,12.1,1.0,9.0,34.0,11.4,3.2,38.6,0.0,Arizona Cardinals,TE,4.0,0.0,0.0,0.0,0.0,54.0,40.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,13.3,0.0,0.5,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,85.7,0.0,0.0,0.0,0.0,0.0
Quintez Cephus,DET,5.0,3.0,22.0,15.0,68.2,204.0,13.6,2.0,9.0,46.0,9.3,3.0,40.8,0.0,0,0,0.0,3.67,0.0,0.0,3.5,0.0,61.33,0.0,0.0,37.5,0.0,16.7,0.0,0.0,0.0,0.5,0.33,0.0,0.0,1.0,0.0,46.0,0.0,0.0,46.0,0.0,5.0,0.0,0.0,6.5,0.0,73.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
Chris Evans,CIN,14.0,1.0,17.0,15.0,88.2,151.0,10.1,2.0,6.0,24.0,8.9,1.1,10.8,0.0,0,0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.67,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendall Hinton,DEN,16.0,1.0,23.0,15.0,65.2,175.0,11.7,1.0,10.0,40.0,7.6,0.9,10.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Sanu,SFO,8.0,0.0,24.0,15.0,62.5,177.0,11.8,0.0,12.0,21.0,7.4,1.9,22.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cam Sims,WAS,14.0,3.0,23.0,15.0,65.2,211.0,14.1,2.0,11.0,43.0,9.2,1.1,15.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juju Smith-Schuster,PIT,5.0,5.0,28.0,15.0,53.6,129.0,8.6,0.0,6.0,24.0,4.6,3.0,25.8,0.0,0,0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
